theme_number,theme_name,chapter_number,chapter_name,question_id,question_number,points,question_text,options,correct_answers,comment,image_paths,url
Theme 2.2.,Behaviour In Traffic,2.2.18 Chapter,Motorways And Motorways,2.2.18-214,2.2.18-214,3 Points,You want to drive a toll-chargeable motor vehicle on the motorway. How can the requisite toll entry be performed?,A. - via the internet; B. - at a toll terminal; C. - using the on-board unit (OBU),A. - via the internet; B. - at a toll terminal; C. - using the on-board unit (OBU),"3 answers are right here. With a toll station terminal in the www and also by means of on-board unit, short (OBU) so manually and digitally.",,https://www.clickclickdrive.de/fragenkatalog/en/2.2.-behaviour-in-traffic/2.2.18-motorways-and-motorways/2.2.18-214
Theme 2.2.,Behaviour In Traffic,2.2.18 Chapter,Motorways And Motorways,2.2.18-215,2.2.18-215,3 Points,"Why should you have the traffic information switched on, when driving on the motorway?",A. - gives warnings about motorists heading in the wrong direction; B. - provides reports about traffic jams; C. - is a prescribed requirement for travelling on the motorway,A. - gives warnings about motorists heading in the wrong direction; B. - provides reports about traffic jams,"Drivers are not required to listen to traffic news, but traffic news are indispensable for a smooth journey. Traffic news inform about traffic jams, traffic accidents and construction sites. Warnings about wrong-way drivers have already prevented a lot of serious accidents.",,https://www.clickclickdrive.de/fragenkatalog/en/2.2.-behaviour-in-traffic/2.2.18-motorways-and-motorways/2.2.18-215
Theme 2.2.,Behaviour In Traffic,2.2.18 Chapter,Motorways And Motorways,2.2.18-216,2.2.18-216,2 Points,Who is responsible for enforcing the road toll?,A. The operator of the automatic control bridges; B. The Federal Office for Goods Transport; C. The Federal Central Tax Office,A. The operator of the automatic control bridges; B. The Federal Office for Goods Transport,The toll-control is carried out by the operator of the automatic control bridges and by the Federal Office for freight transport. Taxes have nothing to do with toll.,,https://www.clickclickdrive.de/fragenkatalog/en/2.2.-behaviour-in-traffic/2.2.18-motorways-and-motorways/2.2.18-216
Theme 2.2.,Behaviour In Traffic,2.2.18 Chapter,Motorways And Motorways,2.2.18-217,2.2.18-217,2 Points,"Your truck is equipped with a toll collection device (OBU). What information must be checked and, if necessary, adjusted before driving along a toll section?",A. - gross vehicle weight rating; B. - emissions class; C. - number of axles,A. - gross vehicle weight rating,"The toll rates are based on the weight classes, so you must account are rolling the perm. Total weight and adjust if necessary.",,https://www.clickclickdrive.de/fragenkatalog/en/2.2.-behaviour-in-traffic/2.2.18-motorways-and-motorways/2.2.18-217
Theme 2.2.,Behaviour In Traffic,2.2.18 Chapter,Motorways And Motorways,2.2.18-218,2.2.18-218,2 Points,"In which case are motor vehicles or combination vehicles used in road haulage, subject to a toll charge?",,"7,5 ",,,https://www.clickclickdrive.de/fragenkatalog/en/2.2.-behaviour-in-traffic/2.2.18-motorways-and-motorways/2.2.18-218
Theme 2.2.,Behaviour In Traffic,2.2.18 Chapter,Motorways And Motorways,2.2.18-219,2.2.18-219,2 Points,What applies to the payment of tolls in commercial road haulage?,A. The driver can be held responsible for non-payment of the toll; B. The vehicle owner can be held responsible for non-payment of the toll; C. No toll has to be paid for empty runs,A. The driver can be held responsible for non-payment of the toll; B. The vehicle owner can be held responsible for non-payment of the toll,"Both the driver and the owner of a vehicle are responsible for paying the toll properly. If no toll fee is paid, both people are considered to be debtors of the toll and can therefore be held accountable accordingly.",,https://www.clickclickdrive.de/fragenkatalog/en/2.2.-behaviour-in-traffic/2.2.18-motorways-and-motorways/2.2.18-219
Theme 2.2.,Behaviour In Traffic,2.2.18 Chapter,Motorways And Motorways,2.2.18-220,2.2.18-220,2 Points,A toll must be paid for motor vehicles or vehicle combinations used for commercial freight transport on motorways. From what technically permissible maximum laden mass does this apply?,,"3,5 ",Motor vehicles or vehicle combinations with a technically permissible total mass of more than 3.5 tonnes must pay a toll.,,https://www.clickclickdrive.de/fragenkatalog/en/2.2.-behaviour-in-traffic/2.2.18-motorways-and-motorways/2.2.18-220
Theme 2.2.,Behaviour In Traffic,2.2.18 Chapter,Motorways And Motorways,2.2.18-301,2.2.18-301,2 Points,"Your truck is equipped with a toll collection device (OBU). What information must be checked and, if necessary, adjusted before driving along a toll section?",A. - number of axles; B. - gross vehicle weight rating; C. - emissions class,A. - number of axles; B. - gross vehicle weight rating,"The toll rates are based on the weight classes, so you must account are rolling the perm. Total weight and adjust if necessary. For vehicles and vehicle combinations with a gross vehicle weight of over 18 tons in the declaration of weight class one step further must be done. The driver must here also specify the number of axles.",,https://www.clickclickdrive.de/fragenkatalog/en/2.2.-behaviour-in-traffic/2.2.18-motorways-and-motorways/2.2.18-301
Theme 2.2.,Behaviour In Traffic,2.2.21 Chapter,Passenger Transport,2.2.21-001,2.2.21-001,3 Points,What effects does a pillion passenger have on driving a motorcycle?,A. Driving off is more difficult because a motorcycle only becomes stable at higher speeds; B. The motorcycle becomes more susceptible to side wind; C. The motorcycle's braking behaviour can change,A. Driving off is more difficult because a motorcycle only becomes stable at higher speeds; B. The motorcycle becomes more susceptible to side wind; C. The motorcycle's braking behaviour can change,"Having a passenger sitting behind you will increase your weight which makes starting to drive and gaining speed more difficult, it will also increase your breaking distance to stop. Given that it creates more side surface, it increases your sensitivity to side winds",,https://www.clickclickdrive.de/fragenkatalog/en/2.2.-behaviour-in-traffic/2.2.21-passenger-transport/2.2.21-001
Theme 2.2.,Behaviour In Traffic,2.2.21 Chapter,Passenger Transport,2.2.21-002,2.2.21-002,3 Points,You want to take a passenger on your motorcycle. What should you pay attention to before you drive off?,A. Your passenger has to wear a prescribed helmet; B. Agree on the conduct during the journey; C. Carefully and cautiously familiarize inexperienced passengers with riding on a motorbike,A. Your passenger has to wear a prescribed helmet; B. Agree on the conduct during the journey; C. Carefully and cautiously familiarize inexperienced passengers with riding on a motorbike,"When taking an inexperienced passenger with you, make sure that he wears a helmet, agrees on how to behave during the ride and gradually get used to the new environment",,https://www.clickclickdrive.de/fragenkatalog/en/2.2.-behaviour-in-traffic/2.2.21-passenger-transport/2.2.21-002
Theme 2.2.,Behaviour In Traffic,2.2.21 Chapter,Passenger Transport,2.2.21-003,2.2.21-003,3 Points,What must you remember if you want to take a pillion passenger?,A. The motorcycle must be licensed to carry 2 persons; B. There must be a safety helmet for the pillion passenger; C. No safety helmet is required for the pillion passenger when driving in built-up areas,A. The motorcycle must be licensed to carry 2 persons; B. There must be a safety helmet for the pillion passenger,When taking another passenger ensure that he wears a helmet and that the motorcycle is licensed to have him on board,,https://www.clickclickdrive.de/fragenkatalog/en/2.2.-behaviour-in-traffic/2.2.21-passenger-transport/2.2.21-003
Theme 2.2.,Behaviour In Traffic,2.2.21 Chapter,Passenger Transport,2.2.21-004,2.2.21-004,3 Points,What must you point out to your pillion passenger before setting off?,A. - must put his feet on the footrests; B. - must wear a safety helmet; C. - must always lean to the outside on bends,A. - must put his feet on the footrests; B. - must wear a safety helmet,"Make sure that your passenger wears a helmet, keeps his feet on the footrests (otherwise it increases the risk of accident and injury). Your passenger does not have to lean to the outside of the bend to compensate when turning",,https://www.clickclickdrive.de/fragenkatalog/en/2.2.-behaviour-in-traffic/2.2.21-passenger-transport/2.2.21-004
Theme 2.2.,Behaviour In Traffic,2.2.21 Chapter,Passenger Transport,2.2.21-006,2.2.21-006,4 Points,You want to take a five-year old child on your motorized bicycle. Which seats are permissible for this?,A. A special child's seat with footrests; B. Luggage rack with a cushion; C. Tank with attached padding,A. A special child's seat with footrests,"In order to carry a child as a passenger, you need a special child seat with footrests",,https://www.clickclickdrive.de/fragenkatalog/en/2.2.-behaviour-in-traffic/2.2.21-passenger-transport/2.2.21-006
Theme 2.2.,Behaviour In Traffic,2.2.21 Chapter,Passenger Transport,2.2.21-007,2.2.21-007,4 Points,Why is it dangerous if passengers sitting in the rear do not wear their seatbelts?,A. - could result in injuries even at low speeds; B. - could result in injuries to persons in the front seats; C. - could propel these persons from the vehicle,A. - could result in injuries even at low speeds; B. - could result in injuries to persons in the front seats; C. - could propel these persons from the vehicle,"In the event of a collision, people on the rear seats can be thrown forward or sideways. If they are thrown forward, the front backrests do not provide adequate protection. As a result, the driver and co-driver are at risk. Even at low speeds, injuries can occur.",,https://www.clickclickdrive.de/fragenkatalog/en/2.2.-behaviour-in-traffic/2.2.21-passenger-transport/2.2.21-007
Theme 2.2.,Behaviour In Traffic,2.2.21 Chapter,Passenger Transport,2.2.21-008,2.2.21-008,3 Points,To what should you pay attention if you want to take a passenger on the motorbike?,A. The passenger should also be wearing protective motorcycling clothing; B. The chassis should be adjusted accordingly; C. The tyre inflation pressure should be adjusted,A. The passenger should also be wearing protective motorcycling clothing; B. The chassis should be adjusted accordingly; C. The tyre inflation pressure should be adjusted,"When increasing the load on your motorcycle, make sure to increase the tire pressure, adjust the chassis/suspension. Your passenger should also wear a helmet and protective gear",,https://www.clickclickdrive.de/fragenkatalog/en/2.2.-behaviour-in-traffic/2.2.21-passenger-transport/2.2.21-008
Theme 2.2.,Behaviour In Traffic,2.2.21 Chapter,Passenger Transport,2.2.21-009,2.2.21-009,3 Points,What must you be aware of if you want to take a pillion rider with you?,"A. The motorbike must be licensed to carry 2 people; B. The pillion rider must be capable of riding with you; C. A child pillion rider over 7 years of age, must be able to use the existing footrests and hand grips","A. The motorbike must be licensed to carry 2 people; B. The pillion rider must be capable of riding with you; C. A child pillion rider over 7 years of age, must be able to use the existing footrests and hand grips","The passenger(s) must be physically and mentally able to ride, and the motorbike must be adequately equipped.",,https://www.clickclickdrive.de/fragenkatalog/en/2.2.-behaviour-in-traffic/2.2.21-passenger-transport/2.2.21-009
